review,bank,themes
more easy and secure fast ape than previous one,BOA,['Transaction Performance']
it much better now effoyee,BOA,[]
what an awesome ape it is supper easy to use with very attractive guy but there are some problems to be addressed it crashes frequently and requires mobile cache to be cleared to relaunch automatic top input is good but fix the manual activation option too it does not boot fast there are minor errors during the installation color contrast in the transactions menu the credit accounts should be in dark green than light green the debit accounts should be in dark red,BOA,"['Account Access', 'Transaction Performance', 'User Interface', 'Customer Support', 'Feature Requests']"
am having challenge to use the ape the ape does not allow to update the previous ape neither does it allow to manually insert top boa please modify the ape to allow these features,BOA,['Feature Requests']
easy and very nice ape to load more than the previous,BOA,[]
don like it once open it open did not ask the pin when get back not safety the old version is more secured,BOA,[]
to for,BOA,[]
simple fast and easy to use had bad experience on apollo and the older version of this ape is too slow,BOA,['Transaction Performance']
much better and easy to access then the last boa ape,BOA,['Account Access']
not working properly always loading,BOA,[]
tax for updating the ape its easy and fact,BOA,[]
think this one is better than the previous one much faster but try to make it more faster like nib and be specially nib bake their ape is very nice but the bank is not anyways good job on this one,BOA,['Transaction Performance']
one of the weakness in boa is it mobile ape hope this will address some of them but it is very critical to work on modernizing and ensuring the security of it mobile banking system in this digitalized world,BOA,"['Account Access', 'Feature Requests']"
please add an option to manually input the top am residing outside of ethiopia encountered difficulty accessing my account following the recent update change of your mobile banking ape unfortunately am unable to activate the ape on my mobile device during the activation process the ape prompts for an top which can receive via telegram however there is no option to manually input the top kindly request your assistance in resolving this matter and activating my account,BOA,"['Account Access', 'Transaction Performance', 'Customer Support', 'Feature Requests']"
why the ape does allow to update the previous version in addition to this when install the new version and try to activate the ape does allow to write the activation top code to the screen have received the top password from telegram and email would you please fix this bug thank you,BOA,"['Account Access', 'Transaction Performance', 'User Interface', 'Feature Requests']"
don have words for your great work really good what like the most is the screenshots features is included which gives you the transactions detail great work keep it up,BOA,"['Transaction Performance', 'User Interface', 'Feature Requests']"
massive improvement from the previous ape more modern and actually works,BOA,['Feature Requests']
the choice for all it is interesting ape the old one was time spent to open the ape am with you boa,BOA,[]
you make the ape worse asia it is update you make us install it as new then you create us problems,BOA,"['Customer Support', 'Feature Requests']"
not change who,BOA,[]
interesting,BOA,[]
the best bank,BOA,[]
this upper is very slow,BOA,['Transaction Performance']
it stuck at,BOA,[]
beat,BOA,[]
the bank you always accepted bank of abyssinia worldwide caber bank of ethiopia,BOA,[]
this ape is way better than both apollo and the old mobile banking ape it super easy to use and loads really fast if you already have boa mobile banking before activating it is piece of cake great job on making such an awesome ape keep it up,BOA,['Transaction Performance']
it is very nice ape,BOA,[]
it is really great to see you have solved some of the problems with the previous version thank you for taking time to improve,BOA,"['Customer Support', 'Feature Requests']"
it is not downloading it stops at why,BOA,[]
this is much better ape from boa easy to activate with at credit info that helps someone like myself who already forgot previous pin no or i password apes runs fast unlike the previous versions hope you don ruin it with unnecessary update please notify customers to use this ape through their sums,BOA,"['Account Access', 'Transaction Performance', 'User Interface', 'Customer Support']"
the new version is really nice keep it up,BOA,['Feature Requests']
like said before the previous version was horrendous glad that you took time and decided to develop this awesome ape well done,BOA,[]
you we improved from the previous one also try to add dark mode,BOA,['Feature Requests']
the worst ape can even login to my device phone peel version android,BOA,['Account Access']
think this ape is fraudulent it is not real,BOA,[]
this new version of the ape is really great loved it,BOA,['Feature Requests']
nice one,BOA,[]
best applicationthank you abyssinia bank,BOA,[]
perfect ape,BOA,[]
absolutely it fantastic apes this new apes it fast and good apes,BOA,"['Transaction Performance', 'Feature Requests']"
the best ape next to tell birr in ethiopia,BOA,[]
i like this mobile banking app very much. overall user interface and navigation is awesome. but it lacks instant response when someone deposit or withdraw money.,Dashen,"['User Interface', 'Customer Support']"
love,Dashen,[]
wow,Dashen,[]
gadaa,Dashen,[]
massive upgrade from the amole app.,Dashen,[]
good,Dashen,[]
very good for this app,Dashen,[]
top,Dashen,[]
this app better than amole . but the biometric on new update doesn't work,Dashen,"['Account Access', 'Feature Requests']"
wow,Dashen,[]
wow to it saff and this app,Dashen,[]
it too slow,Dashen,['Transaction Performance']
real life changer,Dashen,[]
nice application,Dashen,[]
useless app ever loading take long,Dashen,[]
"game changer app! dashen bank super app is fast, secure, and easy to use. the three-click payment makes sending money super quick, and the qr code payment is perfect for cashless shopping. i also love the biometric login and easy airtime and bill payments. everything i need is in one place. dashen bank has really raised the bar for digital banking in ethiopia. highly recommended!",Dashen,"['Account Access', 'Transaction Performance', 'User Interface']"
very useful app,Dashen,[]
"simple, robust features? yes, please! but the endless loading screen killed the fun—i couldn’t use it for days. fix the glitch, and i’ll yeet a higher rating!",Dashen,"['User Interface', 'Feature Requests']"
wawww,Dashen,[]
it is good but some times says duplicate transaction why?,Dashen,['Transaction Performance']
very nice,Dashen,[]
its best,Dashen,[]
it is not as good as to the other mobile bank app.,Dashen,[]
"the best of best is now arrived **empowering your financial freedom** ""experience seamless banking at your fingertips with dashen bank. empowering your financial freedom, anytime, anywhere!"" **innovation meets convenience** ""dashen bank mobile banking: where innovation meets convenience. **secure and reliable** ""bank with confidence",Dashen,[]
nothing is changed in the updated version. you have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,Dashen,['Feature Requests']
the best app ever in finance sector,Dashen,[]
its good app than other compitators but it confuse when we transfer it needs otp and pin most user inter their pin instead of otp we know the litrecy level of our society so if it is device based i dont know the needs of otp so please try to fix,Dashen,['Transaction Performance']
dashen bank or dashen super app?,Dashen,[]
wo app,Dashen,[]
"transferring to other bank accounts is a hastle and inconvenient .get used to seeing "" please try again """,Dashen,"['Account Access', 'Transaction Performance']"
always lagging,Dashen,[]
amazing application...,Dashen,[]
fantastic,Dashen,[]
"dashen bank app is very good, but sometimes it is not working well",Dashen,[]
its my choice,Dashen,[]
wow apo,Dashen,[]
awesome app keep going,Dashen,[]
"it grows ethiopian digital banking step ahead.all fetures in one,simple fast and convince.",Dashen,['Transaction Performance']
game changer,Dashen,[]
totally amazing,Dashen,[]
super,Dashen,[]
what a helpful app!!!!,Dashen,['Customer Support']
good,Dashen,[]
nice,Dashen,[]
"to be honest, best banking and lifestyle app in ethiopia.",Dashen,[]
fast,Dashen,['Transaction Performance']
"a must have, seamless, all in one digital platform ""db superapp""! keep living your motto ""always one step ahead""",Dashen,[]
"this app makes digital banking effortless and convenient. user-friendly interface, secure transactions, and excellent features for managing finances efficiently.",Dashen,"['Transaction Performance', 'User Interface', 'Feature Requests']"
amazing app super easy to use and best design. loved it.,Dashen,['User Interface']
its the best ever,Dashen,[]
excellent game changer app,Dashen,[]
i am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,Dashen,[]
it seems me logging out within minutes,Dashen,[]
nice app especially gui and i have got some error when you send within dashen bank the receipter is not get sms notification,Dashen,"['Transaction Performance', 'User Interface']"
yes i want dashen super open,Dashen,[]
best app,Dashen,[]
faster than this version,Dashen,['Transaction Performance']
"best ui mobile banking app, props to design team",Dashen,['User Interface']
thank you,Dashen,[]
great app,Dashen,[]
bad.,Dashen,[]
dashen bank always one step ahead,Dashen,[]
dashen super app is secure band very easy,Dashen,[]
it is very fast and secured mobile banking app! i like this app!,Dashen,['Transaction Performance']
best app i have ever seen,Dashen,[]
best of best,Dashen,[]
waw,Dashen,[]
best app,Dashen,[]
its slow when i try to see the recent transaction and stucked,Dashen,['Transaction Performance']
wowslnwoooo wo amazing !!!!!!!!,Dashen,[]
wow appl,Dashen,[]
why do i have to change a pin number i use my finger print so dummy,Dashen,[]
very nice,Dashen,[]
great,Dashen,[]
"it is very slow and it lacks many features to be a super app. high rating is given by their employees, not by the customers.",Dashen,"['Transaction Performance', 'Feature Requests']"
"smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. the intuitive design makes banking on the go.",Dashen,"['Transaction Performance', 'User Interface']"
very easy and fast.,Dashen,['Transaction Performance']
incomparably user-friendly and fast app for mobile banking.,Dashen,['Transaction Performance']
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your technical difficulty should not be reflected on customer.",Dashen,['Transaction Performance']
execellent,Dashen,[]
"this super app is a total game-changer—fast, reliable, and packed with everything i need in one place. it’s seamless and super convenient. love it!""",Dashen,['Transaction Performance']
all in one secure reliable convenient. digital banking game changer!!,Dashen,[]
it is incredible product.,Dashen,[]
"i'm really impressed with this app! it’s user-friendly, runs smoothly, and has all the features i need. makes my tasks so much easier and saves me a lot of time. highly recommended!",Dashen,['Feature Requests']
ok,Dashen,[]
"it's an amazing app, experience it!!",Dashen,[]
this is the best banking app ever. i recommend everyone to use it.,Dashen,[]
it is the best application!!!,Dashen,[]
"exceptional digital experience, supperapp will bring new paradigm shift in the banking business. bravo dashen keep it up!!!!",Dashen,['Feature Requests']
its features are so dynamic,Dashen,['Feature Requests']
fast &friendly user application.,Dashen,['Transaction Performance']
"fast, reliable and user friendly. keep it up",Dashen,['Transaction Performance']
"#dashen super app is easy to use, secure & fast transaction",Dashen,['Transaction Performance']
i love this app esp 3 click that make e-commerce easier and convinient.,Dashen,[]
dashen super app contains extended selections for customers and can be easily accessible and also friendly to use.,Dashen,['Account Access']
great for everyday banking and payments on the go,Dashen,['Transaction Performance']
making transactions has never been easier. the new update is just amazing,Dashen,"['Transaction Performance', 'Feature Requests']"
"the app has various usefull functions, which make easy the payment system. also, it will connect with sellers having reasonable prices.",Dashen,"['Transaction Performance', 'Feature Requests']"
the app has great user interface with comprehensive payments and e-commerce platforms. and also it includes unique features such as chat banking and budget.,Dashen,"['Transaction Performance', 'User Interface', 'Feature Requests']"
betam mirt ena betam le atikakem kelel yale ena michu application nw,Dashen,[]
convenient!,Dashen,[]
it is an amazing application that meets the needs of customers.,Dashen,[]
effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,Dashen,['Transaction Performance']
the best supper app ever,Dashen,[]
"this is the best app ever, when is it planned to include digital lending and gasification?",Dashen,['Feature Requests']
"a powerful, local solution that rivals any global app. i love how easy it is to explore services and products.",Dashen,['Customer Support']
dashen bank is my number one choice,Dashen,[]
assefa genetu = dashen superup is the latest and inclussive .i am happy with this super up.,Dashen,[]
"the app is incredibly user-friendly and brings multiple services into one place. it's fast, intuitive, and makes daily tasks super convenient. a true all-in-one solution!",Dashen,"['Transaction Performance', 'User Interface', 'Customer Support']"
"proudly made in ethiopia, this innovation delivers more than promised. the marketplace is a major boost for local commerce",Dashen,[]
it so fanrastic and user friendly app. bravo dashen bank thanks.,Dashen,[]
"one of the best digital platforms i've used! from smooth transactions to a seamless shopping experience, highly recommended.",Dashen,['Transaction Performance']
a proudly ethiopia innovation that delivers beyond expectations. the marketplace feature is a big win for local shoppers bnd sellers,Dashen,['Feature Requests']
"dashen super app is a game-changer! it’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. i love how everything i need from mobile banking to utility payments is all in one place. the interface is clean, and everything works smoothly. definitely one of the best apps out there. highly recommended!",Dashen,"['Transaction Performance', 'User Interface', 'Feature Requests']"
easy to use and has many options. it is the best financial app i have ever used.,Dashen,['Feature Requests']
"highly impressed! dash bank really nailed it with this app. secure, reliable, and packed with features i use daily",Dashen,['Feature Requests']
"one of the best digital platforms i’ve used! from smooth transactions to a seamless shopping experience, highly recommended",Dashen,['Transaction Performance']
"this app has everything i was looking for, dashen is becoming a grandmaster.",Dashen,[]
very convenient,Dashen,[]
"the user experience is seamless, and everything just works perfectly right out of the box. i can’t believe how much time and effort it saves me every day.",Dashen,[]
wa what nice super app !!keep it up dashen bank !!,Dashen,[]
"dashen superapp the ultimate all-in-one solution! from banking and shopping to bill payments, everything you need is right at your fingertips. life just got a whole lot easier!",Dashen,['Transaction Performance']
"it is,really super because of its unique offerings to individuals and businesses.it is a secure ux first app intended to cater comprehensive digital meeds.i am also happy to know that dashen is considering to make the app more inclusive by lowering the mobile version requirements .",Dashen,['User Interface']
"the very easy, secured, fast and multifunctional dashen supper application i ever seen. dashen really one steps ahead!!!",Dashen,"['Transaction Performance', 'Feature Requests']"
"one app for everything! i can shop, manage my bank account , and do so much more . truly a super app",Dashen,['Account Access']
one of the best digital platforms i’ve used! from smooth transactions to a seamless shopping experie,Dashen,['Transaction Performance']
"dashen bank super app is the most suitable, reliable, and fast digital banking system.",Dashen,"['Transaction Performance', 'User Interface']"
excellent app.,Dashen,[]
this is what we call banking app. as professional i want banking app as simple as this and an app rich of features that align with my lifestyle.,Dashen,['Feature Requests']
thanks again,Dashen,[]
super easy to use and fast transaction.,Dashen,['Transaction Performance']
"i have an incredible experience with dashen super app, what an amazing platform is it?. keep pioneering in technological advancement",Dashen,[]
"i can't recommend the dashen super app enough! this app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. it combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks the user interface is modern, intuitive, and super responsive, making navigation a breeze. whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",Dashen,"['Account Access', 'Transaction Performance', 'User Interface', 'Customer Support', 'Feature Requests']"
"the app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. it’s saved me a lot of time and made banking way more convenient. definitely worth checking out!",Dashen,['Transaction Performance']
what an app,Dashen,[]
the new e-commerce feature is incredibly amazing and user friendly.,Dashen,['Feature Requests']
"dashen bank supper app is the most easy to use and have high speed,quality and i like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",Dashen,"['Account Access', 'Transaction Performance', 'Feature Requests']"
"the dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of qr codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. truly ahead of the curve ..... keep up the excellent work",Dashen,"['Account Access', 'Transaction Performance', 'User Interface', 'Feature Requests']"
"a proudly ethiopian innovation that delivers beyond expectations. the marketplace feature is a big win for local shoppers and sellers. very impressed with the new updates, the e-commerce section is smooth and supports ethiopian merchants!",Dashen,"['Customer Support', 'Feature Requests']"
"very impressed with the new updates, the e-commerce section is smooth and supports ethiopian merchants.",Dashen,"['Customer Support', 'Feature Requests']"
"dashen bank super app is fast, reliable, and super easy to use. all my banking needs are handled smoothly in one place. clean design and seamless experience – highly recommended!",Dashen,"['Transaction Performance', 'User Interface']"
"db sup app is a platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use qr code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. i addition to i satisfied and i invite everyone to use those platform!!.",Dashen,"['Transaction Performance', 'Feature Requests']"
the chat banking and unique and only app that alow money request!!,Dashen,[]
better and inclusive app!,Dashen,[]
amazing application,Dashen,[]
it keep my time to pay my bills and i generate my satment easily,Dashen,[]
"it's an amazing app that is up-to-date with the times, wow wow",Dashen,[]
a game-changing ethiopian innovation—where shopping meets opportunity. the marketplace feature connects buyers and sellers like never before.,Dashen,['Feature Requests']
"dashen super app isn’t just an app — it’s an experience. effortless, powerful, and built for the future",Dashen,['User Interface']
"this is an amazing app with uniqe quality,easy and fast mobile banking app.",Dashen,['Transaction Performance']
"dashen superapp is a lifesaver! banking, shopping, and bills in one super easy app. the new e-commerce feature is awesome and supports local merchants. fast, secure, and proudly ethiopian.download it now—you won’t regret it!",Dashen,"['Transaction Performance', 'Customer Support', 'Feature Requests']"
"dashen superapp blends finance, shopping, and daily services effortlessly. the new e-commerce feature is smooth and supports local merchants—proud to back an ethiopian-made solution!",Dashen,"['Customer Support', 'Feature Requests']"
"a solid step forward by dashen bank. the superapp combines essential banking features with lifestyle services, making everything accessible in one place. the interface is smooth, and transactions are quick and reliable. it’s clear a lot of thought went into the design and functionality. great job!",Dashen,"['Account Access', 'Transaction Performance', 'User Interface', 'Customer Support', 'Feature Requests']"
dashen bank super app is the crucial and convenient app in ethiopia. there is no other app to compare with dashen bank super app,Dashen,[]
"all-in-one finance & e-commerce super app! pay, save, shop seamlessly. fast, secure. #bankandshop",Dashen,['Transaction Performance']
it's a hestorical app. in the bank industry.,Dashen,[]
"a game changer in ethiopian digital banking fast, secure, and packed with services. everything you need, all in one powerful app. a true leap toward financial convenience and innovation!",Dashen,"['Transaction Performance', 'Customer Support']"
"easy &,simple to use",Dashen,[]
"banking, but make it smart. local solutions, all in one place. smooth, fast, and actually saving time. feels like the future. love it!",Dashen,['Transaction Performance']
"all in one, that is it",Dashen,[]
", dashen bank supper app is multipurpose, convenient, very attractive and make life easier",Dashen,[]
very easy and flexible app.,Dashen,[]
"i choose dashen bank super up since, it is easy to use & it has attractive features !",Dashen,['Feature Requests']
dashen super app is simple faster and reliable.,Dashen,['Transaction Performance']
"dashen bank super app is a game-changer! the user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. it’s fast, secure, and truly reflects the bank’s commitment to digital excellence. highly recommended!",Dashen,"['Transaction Performance', 'User Interface', 'Customer Support']"
"the app keeps getting better with every update! smooth performance, great ui, and top-notch security. thank you for making banking so convenient!""",Dashen,"['Account Access', 'User Interface']"
this app is the most simply to use and secure safe i love it to use for any bank transaction,Dashen,['Transaction Performance']
"after i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",Dashen,['Transaction Performance']
an app with high performance and advanced features!,Dashen,['Feature Requests']
"it is a very user friendly, attractive user interface, full of useful features. i really encourage everyone to give it a try.",Dashen,"['User Interface', 'Feature Requests']"
"good actually , but it have to work when developer option is on",Dashen,['Feature Requests']
"all-in-one convenience, from managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",Dashen,['Account Access']
i appreciate that dashen bank takes lifestyle services into account.,Dashen,"['Account Access', 'Customer Support']"
keep it up!,Dashen,[]
amazing app really i loved it .that's why we say dashen bank is one stap ahead. it's the best mobile application that should be on every phone.,Dashen,[]
very comfortable app keep it,Dashen,[]
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,Dashen,['Customer Support']
"i have been using the dashen supper app mobile banking app , and overall, i appreciate its features.however,i’ve noticed that when i turn on the developer options on my device, the app stops functioning properly. it would be great if you could look into this issue, as i often need to access developer settings for other applications . thank you for your attention to this matter!",Dashen,"['Account Access', 'Customer Support', 'Feature Requests']"
easiness to use with fast response time,Dashen,"['Transaction Performance', 'Customer Support']"
"the new mobile banking application is a major upgrade! it’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. i really appreciate how fast it loads and how smooth the overall experience is. all essential services like balance checks, transfers, and bill payments are eas y to find and use. the added security features give me peace of mind, and the app runs reliably without crashes or glitches. it’s clear a lot of thought went into the user experi",Dashen,"['Account Access', 'Transaction Performance', 'User Interface', 'Customer Support', 'Feature Requests']"
"as an internal customer, dashen bank superapp has greatly simplified my online banking experience. it's easy to use, allowing me to quickly check balances, transfer money and pay bills. the app's advanced security features are highly secure, ensuring my data is well protected. the three click, chat banking and ips features have also given me a smarter experience. in deed dashen bank is always steping ahead!",Dashen,"['Account Access', 'Transaction Performance', 'User Interface', 'Feature Requests']"
"a truly impressive app — user-friendly and a game-changer in ethiopian banking. the dashen super app stands out as one of the most innovative and convenient digital banking solutions in ethiopia’s financial history. smooth navigation, seamless features, and a wide range of services all in one place. well done!",Dashen,"['User Interface', 'Customer Support', 'Feature Requests']"
dashen bank super up has very fast and convenience and also it has contain more things on one app .i am very interesting to use dashen bank super up,Dashen,['Transaction Performance']
"the dashen bank super app has truly elevated my mobile banking experience. it's fast, user-friendly, and packed with all the essential features. the interface is clean and intuitive, making navigation easy even for first-time users. i also appreciate the added security features that give me peace of mind while banking on the go. dashen bank has done an amazing job with this app—it’s reliable, efficient, and always improving. highly recommended for anyone looking for seamless digital banking!",Dashen,"['Account Access', 'Transaction Performance', 'User Interface', 'Feature Requests']"
a fantastic product!! keep the good work.,Dashen,[]
"i am very impressed with the dashen super app. it is user-friendly and operates efficiently. the budget and chatbot features are impressive, and all items can be purchased with just three clicks.",Dashen,['Feature Requests']
"the dashen super app offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. its sleek design and intuitive navigation ensure effortless transactions. it's evident that dashen bank has carefully crafted the app to make everyday financial activities easier. a great choice for anyone aiming to streamline their digital routines!",Dashen,"['Transaction Performance', 'User Interface', 'Customer Support']"
dashen supper app is the most useful app for our customers,Dashen,[]
it is the most amazing mobile app,Dashen,[]
a good and fast supper app thanks for dashen bank,Dashen,['Transaction Performance']
"dear users of the dashen bank super app,i have been using the dashen bank super app for a while now, and i must say—it’s truly a game-changer! the app is incredibly fast and reliable; i’ve never encountered any delays with my transactions. one feature i absolutely love is chat banking. it makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",Dashen,"['Transaction Performance', 'User Interface', 'Customer Support', 'Feature Requests']"
too best,Dashen,[]
"dashen bank super up,use the app and makes your easy,fast,convinent.",Dashen,['Transaction Performance']
to join digital world use supper app and make your life easy,Dashen,[]
best mobile banking application,Dashen,[]
"this banking superapp is incredibly well designed. the design and appearance of the app and the overall experience i have when using the app is fantastic. the app is packed with features from banking to e-commerce all in one place.it even has a budget setting option which is super useful for managing my money. everything runs smoothly and i love how convenient it has made my daily life. huge kudos to dashen bank. you are truly living up to the motto ''always one step ahead."" keep it up!",Dashen,"['User Interface', 'Feature Requests']"
i was really amazed by the idea of an e-commerce service on a banking app. this is what it means to be one step ahead. please include all kinds of products in there as soon as possible.,Dashen,"['Customer Support', 'Feature Requests']"
this is what we expect to get service dashen bank always like his slogan,Dashen,['Customer Support']
"dashen supapp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. it is the first app of its kind in the ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. good job, dashen bank!",Dashen,['Transaction Performance']
dashen super app gives me an amazing convenience and makes life easy.,Dashen,[]
excellent mobile banking app,Dashen,[]
wow! like his name super app...,Dashen,[]
convenient and fast,Dashen,['Transaction Performance']
best- in-class app.,Dashen,[]
i really like this amazing application and dashen supper app that has made my life easier.,Dashen,[]
superb,Dashen,[]
"amazing features, faster and easy to use",Dashen,"['Transaction Performance', 'Feature Requests']"
"the dashen super app offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",Dashen,[]
best app!,Dashen,[]
i love it. one of the best mobile banking app in the banking industry,Dashen,[]
i love this app,Dashen,[]
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is samsung a51,Dashen,['User Interface']
waw no idea the best app.,Dashen,[]
fast best app,Dashen,['Transaction Performance']
nice app,Dashen,[]
nice app ever,Dashen,[]
very disappointing app. closes frequently and unstable in function,Dashen,['Feature Requests']
"feature-rich? absolutely. but the speed? painfully slow. seriously, is it communicating with a server on mars or something?",Dashen,"['Transaction Performance', 'Feature Requests']"
nic app,Dashen,[]
nice,Dashen,[]
"the dashen super app delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead dashen bank.",Dashen,['Transaction Performance']
so far so good! their in person customer service is amazing,Dashen,['Customer Support']
the app is very backward and doesn't always work. if it works three hours out of 24 hours it's great!,Dashen,[]
it's bad for the connection and too many days are it that not working,Dashen,[]
it's samart,Dashen,[]
"the app is not working properly, i have been using it.",Dashen,[]
it is very good app,Dashen,[]
"i had a disappointing experience with dashen bank's super up service. the app is very slow and takes forever to load during transactions, which is incredibly frustrating. additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. i also reached out to customer support, but the response time was longer than expected. overall, i was hoping for a better experience, but i find the service lacking and in need of improvement.",Dashen,"['Transaction Performance', 'Customer Support', 'Feature Requests']"
slow cumbersome,Dashen,['Transaction Performance']
is really,Dashen,[]
it's slow to send otp. it's not reliable. it crushed many times. it needs improvement in many ways,Dashen,"['Transaction Performance', 'Feature Requests']"
"this is the worst mobile banking experience i’ve ever had. it doesn’t work when you need it, and it randomly updates itself without warning. you can’t make transactions whenever you want. it’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. i’m lucky i’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",Dashen,"['Account Access', 'Transaction Performance', 'Feature Requests']"
"i have experienced on using the app of banks in ethiopia, this dashen sup is like old version of the applications for using. i gave 3 star for it's very low speed while login and processing",Dashen,"['Account Access', 'Transaction Performance']"
proud by dashen bank,Dashen,[]
best,Dashen,[]
this app is not working unless you turn off developer mode on your phone. so it takes your rights to just use it.,Dashen,[]
real super up,Dashen,[]
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,Dashen,[]
why dashen bank workers hidden my atm card ?it's a big problem to me,Dashen,['Customer Support']
tanku,Dashen,[]
perfect,Dashen,[]
goood,Dashen,[]
why does it ask me for both pin and opt even the opt is touch let alone both,Dashen,[]
it is best app easy to use,Dashen,[]
it is very easy to use and powerful application.,Dashen,[]
this apps have a good feature but but some features like developer mode turn off irritate user,Dashen,['Feature Requests']
"this is not only a mobile banking app, it is beyond that. we will access our account easily, we are able to get many information easily here. i.e. exchage rate. we are able to chat with others, we are able to budget, we are able to transfer to other bank and within dashen. we are able to access many accounts in a single app, we are able to pay bills in qr scan, we are able to make payments and order delivery items here in a single app. #always one step ahead.",Dashen,"['Account Access', 'Transaction Performance']"
wallahi very fantastic bank,Dashen,[]
"waw, it's amazing app. thank you dashen bank.",Dashen,[]
nice app,Dashen,[]
"i’ve been using the dashen bank super app for a while now, and it’s been a game-changer. the app is super fast and reliable—i’ve never had an issue with transactions being delayed. one of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. the budgeting tool is also really useful. it helps me keep track of my spending and gives me a clear picture of where",Dashen,"['Transaction Performance', 'User Interface', 'Customer Support', 'Feature Requests']"
very good app that like it too. b/c it is very fast and easy to use.,Dashen,['Transaction Performance']
best experiences,Dashen,[]
too slow to use.,Dashen,['Transaction Performance']
the worst app in the market only good ui,Dashen,['User Interface']
nic,Dashen,[]
thanks for all digital transaction,Dashen,['Transaction Performance']
best,Dashen,[]
"this app is not supporting smart phones that have old android version and so it is none inclusive. at the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make transactions. ohh... tired!!!!!",Dashen,"['Transaction Performance', 'Customer Support']"
it's be come busy &not working good,Dashen,[]
i wanted to share some concerns about your supper app. it appears to be experiencing reliability issues and isn’t performing as expected. i hope this can be addressed soon to improve the user experience. one star  for now.,Dashen,"['Customer Support', 'Feature Requests']"
"best ever digital banking sector essay for understanding ,smart and convince for using",Dashen,[]
good and latest,Dashen,[]
the best app of all,Dashen,[]
worst app ever,Dashen,[]
"this app is the most unreliable mobile banking application i have ever used for transaction, it is very late, non-responsive and full of bugs. its is very disappointing. it is just inconvinient, and not user friendly and compatabke at all !!!!!!",Dashen,['Transaction Performance']
naiycapp,Dashen,[]
the app is good but it has no ussd option,Dashen,['Feature Requests']
hey great,Dashen,[]
i have used many mobile banking and also tellebir and mpesa nothing come close to this app. well done dashen indeed one step a head. a lot of cool features that amole hasn't the receipt and the account statement is superb for me. i hope you add more integrated small apps to.,Dashen,"['Account Access', 'Feature Requests']"
the app is good but it ask update every week so tiring,Dashen,[]
it good and easy to use,Dashen,[]
"greately improved since it was released! i really like the budget and expense tegistration feature. for atm or pos withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. if that can be worked on, it will be improve so much!!",Dashen,"['Account Access', 'Transaction Performance', 'Feature Requests']"
excellent,Dashen,[]
wow excellent app,Dashen,[]
nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,Dashen,"['Account Access', 'Transaction Performance', 'Customer Support']"
add the option to send money to any telebirr account like amole does.,Dashen,"['Account Access', 'Transaction Performance', 'Feature Requests']"
it's best,Dashen,[]
no one dashen yichlal,Dashen,[]
in short ! i'm so proud of this app developers for their highest professional of developing. thanks,Dashen,[]
