review,rating,date,bank,vader_score,vader_sentiment
more easy and secure fast ape than previous one,5,2024-02-08,BOA,0.7056,positive
it much better now effoyee,5,2024-02-06,BOA,0.4404,positive
what an awesome ape it is supper easy to use with very attractive guy but there are some problems to be addressed it crashes frequently and requires mobile cache to be cleared to relaunch automatic top input is good but fix the manual activation option too it does not boot fast there are minor errors during the installation color contrast in the transactions menu the credit accounts should be in dark green than light green the debit accounts should be in dark red,5,2024-02-06,BOA,0.84,positive
am having challenge to use the ape the ape does not allow to update the previous ape neither does it allow to manually insert top boa please modify the ape to allow these features,3,2024-02-06,BOA,0.453,positive
easy and very nice ape to load more than the previous,5,2024-02-06,BOA,0.7178,positive
don like it once open it open did not ask the pin when get back not safety the old version is more secured,2,2024-02-06,BOA,0.4873,positive
to for,5,2024-02-05,BOA,0.0,neutral
simple fast and easy to use had bad experience on apollo and the older version of this ape is too slow,5,2024-02-05,BOA,-0.1531,negative
much better and easy to access then the last boa ape,5,2024-02-05,BOA,0.7003,positive
not working properly always loading,3,2024-02-04,BOA,0.0,neutral
tax for updating the ape its easy and fact,5,2024-02-04,BOA,0.4404,positive
think this one is better than the previous one much faster but try to make it more faster like nib and be specially nib bake their ape is very nice but the bank is not anyways good job on this one,5,2024-02-04,BOA,0.7683,positive
one of the weakness in boa is it mobile ape hope this will address some of them but it is very critical to work on modernizing and ensuring the security of it mobile banking system in this digitalized world,3,2024-02-04,BOA,0.3422,positive
please add an option to manually input the top am residing outside of ethiopia encountered difficulty accessing my account following the recent update change of your mobile banking ape unfortunately am unable to activate the ape on my mobile device during the activation process the ape prompts for an top which can receive via telegram however there is no option to manually input the top kindly request your assistance in resolving this matter and activating my account,3,2024-02-03,BOA,0.6833,positive
why the ape does allow to update the previous version in addition to this when install the new version and try to activate the ape does allow to write the activation top code to the screen have received the top password from telegram and email would you please fix this bug thank you,1,2024-02-03,BOA,0.8481,positive
don have words for your great work really good what like the most is the screenshots features is included which gives you the transactions detail great work keep it up,5,2024-02-03,BOA,0.9344,positive
massive improvement from the previous ape more modern and actually works,5,2024-02-03,BOA,0.4588,positive
the choice for all it is interesting ape the old one was time spent to open the ape am with you boa,5,2024-02-03,BOA,0.4019,positive
you make the ape worse asia it is update you make us install it as new then you create us problems,1,2024-02-02,BOA,-0.5719,negative
not change who,5,2024-02-02,BOA,0.0,neutral
interesting,4,2024-02-02,BOA,0.4019,positive
the best bank,5,2024-02-02,BOA,0.6369,positive
this upper is very slow,5,2024-01-31,BOA,0.0,neutral
it stuck at,1,2024-01-30,BOA,-0.25,negative
beat,5,2024-01-28,BOA,0.0,neutral
the bank you always accepted bank of abyssinia worldwide caber bank of ethiopia,5,2024-01-28,BOA,0.2732,positive
this ape is way better than both apollo and the old mobile banking ape it super easy to use and loads really fast if you already have boa mobile banking before activating it is piece of cake great job on making such an awesome ape keep it up,5,2024-01-27,BOA,0.9578,positive
it is very nice ape,4,2024-01-24,BOA,0.4754,positive
it is really great to see you have solved some of the problems with the previous version thank you for taking time to improve,5,2024-01-24,BOA,0.8479,positive
it is not downloading it stops at why,1,2024-01-23,BOA,0.1139,positive
this is much better ape from boa easy to activate with at credit info that helps someone like myself who already forgot previous pin no or i password apes runs fast unlike the previous versions hope you don ruin it with unnecessary update please notify customers to use this ape through their sums,5,2024-01-18,BOA,0.8934,positive
the new version is really nice keep it up,4,2024-01-18,BOA,0.4754,positive
like said before the previous version was horrendous glad that you took time and decided to develop this awesome ape well done,5,2024-01-18,BOA,0.826,positive
you we improved from the previous one also try to add dark mode,5,2024-01-17,BOA,0.4767,positive
the worst ape can even login to my device phone peel version android,1,2024-01-16,BOA,-0.6249,negative
think this ape is fraudulent it is not real,1,2024-01-15,BOA,-0.4939,negative
this new version of the ape is really great loved it,5,2024-01-15,BOA,0.8615,positive
nice one,5,2024-01-14,BOA,0.4215,positive
best applicationthank you abyssinia bank,5,2024-01-12,BOA,0.6369,positive
perfect ape,5,2024-01-12,BOA,0.5719,positive
absolutely it fantastic apes this new apes it fast and good apes,5,2024-01-11,BOA,0.7769,positive
the best ape next to tell birr in ethiopia,5,2024-01-10,BOA,0.6369,positive
i like this mobile banking app very much. overall user interface and navigation is awesome. but it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen,0.5106,positive
love,3,2025-06-06,Dashen,0.6369,positive
wow,5,2025-06-03,Dashen,0.5859,positive
gadaa,5,2025-06-01,Dashen,0.0,neutral
massive upgrade from the amole app.,5,2025-05-31,Dashen,0.0,neutral
good,4,2025-05-31,Dashen,0.4404,positive
very good for this app,5,2025-05-31,Dashen,0.4927,positive
top,5,2025-05-31,Dashen,0.2023,positive
this app better than amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,0.2382,positive
wow,5,2025-05-30,Dashen,0.5859,positive
wow to it saff and this app,5,2025-05-30,Dashen,0.5859,positive
it too slow,3,2025-05-29,Dashen,0.0,neutral
real life changer,5,2025-05-28,Dashen,0.0,neutral
nice application,5,2025-05-27,Dashen,0.4215,positive
useless app ever loading take long,1,2025-05-27,Dashen,-0.4215,negative
"game changer app! dashen bank super app is fast, secure, and easy to use. the three-click payment makes sending money super quick, and the qr code payment is perfect for cashless shopping. i also love the biometric login and easy airtime and bill payments. everything i need is in one place. dashen bank has really raised the bar for digital banking in ethiopia. highly recommended!",5,2025-05-26,Dashen,0.979,positive
very useful app,1,2025-05-26,Dashen,0.4927,positive
"simple, robust features? yes, please! but the endless loading screen killed the fun—i couldn’t use it for days. fix the glitch, and i’ll yeet a higher rating!",2,2025-05-26,Dashen,-0.6842,negative
wawww,5,2025-05-24,Dashen,0.0,neutral
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen,0.2382,positive
very nice,5,2025-05-23,Dashen,0.4754,positive
its best,5,2025-05-23,Dashen,0.6369,positive
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,-0.3412,negative
"the best of best is now arrived **empowering your financial freedom** ""experience seamless banking at your fingertips with dashen bank. empowering your financial freedom, anytime, anywhere!"" **innovation meets convenience** ""dashen bank mobile banking: where innovation meets convenience. **secure and reliable** ""bank with confidence",5,2025-05-22,Dashen,0.9817,positive
nothing is changed in the updated version. you have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,0.631,positive
the best app ever in finance sector,5,2025-05-18,Dashen,0.6369,positive
its good app than other compitators but it confuse when we transfer it needs otp and pin most user inter their pin instead of otp we know the litrecy level of our society so if it is device based i dont know the needs of otp so please try to fix,3,2025-05-18,Dashen,0.5554,positive
dashen bank or dashen super app?,1,2025-05-17,Dashen,0.5994,positive
wo app,5,2025-05-17,Dashen,0.0,neutral
"transferring to other bank accounts is a hastle and inconvenient .get used to seeing "" please try again """,2,2025-05-17,Dashen,-0.0258,neutral
always lagging,1,2025-05-16,Dashen,-0.2732,negative
amazing application...,5,2025-05-16,Dashen,0.5859,positive
fantastic,5,2025-05-16,Dashen,0.5574,positive
"dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,-0.0321,neutral
its my choice,5,2025-05-15,Dashen,0.0,neutral
wow apo,5,2025-05-15,Dashen,0.5859,positive
awesome app keep going,5,2025-05-14,Dashen,0.6249,positive
"it grows ethiopian digital banking step ahead.all fetures in one,simple fast and convince.",5,2025-05-14,Dashen,0.25,positive
game changer,5,2025-05-13,Dashen,0.0,neutral
totally amazing,5,2025-05-13,Dashen,0.624,positive
super,5,2025-05-13,Dashen,0.5994,positive
what a helpful app!!!!,5,2025-05-13,Dashen,0.6083,positive
good,4,2025-05-13,Dashen,0.4404,positive
nice,5,2025-05-13,Dashen,0.4215,positive
"to be honest, best banking and lifestyle app in ethiopia.",5,2025-05-12,Dashen,0.8176,positive
fast,5,2025-05-12,Dashen,0.0,neutral
"a must have, seamless, all in one digital platform ""db superapp""! keep living your motto ""always one step ahead""",5,2025-05-12,Dashen,0.0,neutral
"this app makes digital banking effortless and convenient. user-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen,0.8316,positive
amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,0.9623,positive
its the best ever,5,2025-05-09,Dashen,0.6369,positive
excellent game changer app,5,2025-05-08,Dashen,0.5719,positive
i am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,0.8151,positive
it seems me logging out within minutes,1,2025-05-03,Dashen,0.0,neutral
nice app especially gui and i have got some error when you send within dashen bank the receipter is not get sms notification,4,2025-05-03,Dashen,0.0258,neutral
yes i want dashen super open,5,2025-05-02,Dashen,0.7845,positive
best app,5,2025-05-02,Dashen,0.6369,positive
faster than this version,5,2025-05-01,Dashen,0.0,neutral
"best ui mobile banking app, props to design team",5,2025-04-30,Dashen,0.6369,positive
thank you,4,2025-04-30,Dashen,0.3612,positive
great app,5,2025-04-30,Dashen,0.6249,positive
bad.,1,2025-04-30,Dashen,-0.5423,negative
dashen bank always one step ahead,5,2025-04-30,Dashen,0.0,neutral
dashen super app is secure band very easy,5,2025-04-29,Dashen,0.8588,positive
it is very fast and secured mobile banking app! i like this app!,5,2025-04-29,Dashen,0.7225,positive
best app i have ever seen,5,2025-04-29,Dashen,0.6369,positive
best of best,5,2025-04-29,Dashen,0.8555,positive
waw,5,2025-04-28,Dashen,0.0,neutral
best app,5,2025-04-28,Dashen,0.6369,positive
its slow when i try to see the recent transaction and stucked,1,2025-04-28,Dashen,0.0,neutral
wowslnwoooo wo amazing !!!!!!!!,5,2025-04-28,Dashen,0.7156,positive
wow appl,5,2025-04-28,Dashen,0.5859,positive
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,0.0772,positive
very nice,5,2025-04-26,Dashen,0.4754,positive
great,4,2025-04-26,Dashen,0.6249,positive
"it is very slow and it lacks many features to be a super app. high rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,0.5994,positive
"smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. the intuitive design makes banking on the go.",5,2025-04-24,Dashen,0.34,positive
very easy and fast.,5,2025-04-24,Dashen,0.4927,positive
incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,0.0,neutral
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,-0.7156,negative
execellent,5,2025-04-24,Dashen,0.0,neutral
"this super app is a total game-changer—fast, reliable, and packed with everything i need in one place. it’s seamless and super convenient. love it!""",5,2025-04-23,Dashen,0.923,positive
all in one secure reliable convenient. digital banking game changer!!,5,2025-04-23,Dashen,0.4559,positive
it is incredible product.,5,2025-04-23,Dashen,0.0,neutral
"i'm really impressed with this app! it’s user-friendly, runs smoothly, and has all the features i need. makes my tasks so much easier and saves me a lot of time. highly recommended!",5,2025-04-23,Dashen,0.8461,positive
ok,5,2025-04-23,Dashen,0.296,positive
"it's an amazing app, experience it!!",5,2025-04-23,Dashen,0.658,positive
this is the best banking app ever. i recommend everyone to use it.,5,2025-04-23,Dashen,0.7717,positive
it is the best application!!!,5,2025-04-22,Dashen,0.7249,positive
"exceptional digital experience, supperapp will bring new paradigm shift in the banking business. bravo dashen keep it up!!!!",5,2025-04-22,Dashen,0.0,neutral
its features are so dynamic,5,2025-04-22,Dashen,0.5214,positive
fast &friendly user application.,5,2025-04-22,Dashen,0.4939,positive
"fast, reliable and user friendly. keep it up",5,2025-04-22,Dashen,0.4939,positive
"#dashen super app is easy to use, secure & fast transaction",5,2025-04-22,Dashen,0.8481,positive
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,0.7906,positive
dashen super app contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen,0.8591,positive
great for everyday banking and payments on the go,5,2025-04-22,Dashen,0.6249,positive
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen,0.3544,positive
"the app has various usefull functions, which make easy the payment system. also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen,0.4404,positive
the app has great user interface with comprehensive payments and e-commerce platforms. and also it includes unique features such as chat banking and budget.,5,2025-04-22,Dashen,0.7269,positive
betam mirt ena betam le atikakem kelel yale ena michu application nw,5,2025-04-22,Dashen,0.0,neutral
convenient!,5,2025-04-22,Dashen,0.0,neutral
it is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen,0.5859,positive
effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen,0.5707,positive
the best supper app ever,5,2025-04-22,Dashen,0.6369,positive
"this is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen,0.6369,positive
"a powerful, local solution that rivals any global app. i love how easy it is to explore services and products.",5,2025-04-22,Dashen,0.9042,positive
dashen bank is my number one choice,5,2025-04-22,Dashen,0.0772,positive
assefa genetu = dashen superup is the latest and inclussive .i am happy with this super up.,5,2025-04-22,Dashen,0.8225,positive
"the app is incredibly user-friendly and brings multiple services into one place. it's fast, intuitive, and makes daily tasks super convenient. a true all-in-one solution!",5,2025-04-21,Dashen,0.8516,positive
"proudly made in ethiopia, this innovation delivers more than promised. the marketplace is a major boost for local commerce",5,2025-04-21,Dashen,0.9076,positive
it so fanrastic and user friendly app. bravo dashen bank thanks.,5,2025-04-21,Dashen,0.7269,positive
"one of the best digital platforms i've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen,0.7639,positive
a proudly ethiopia innovation that delivers beyond expectations. the marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen,0.875,positive
"dashen super app is a game-changer! it’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. i love how everything i need from mobile banking to utility payments is all in one place. the interface is clean, and everything works smoothly. definitely one of the best apps out there. highly recommended!",5,2025-04-21,Dashen,0.9758,positive
easy to use and has many options. it is the best financial app i have ever used.,5,2025-04-21,Dashen,0.7964,positive
"highly impressed! dash bank really nailed it with this app. secure, reliable, and packed with features i use daily",5,2025-04-21,Dashen,0.7257,positive
"one of the best digital platforms i’ve used! from smooth transactions to a seamless shopping experience, highly recommended",5,2025-04-21,Dashen,0.7639,positive
"this app has everything i was looking for, dashen is becoming a grandmaster.",5,2025-04-21,Dashen,0.0,neutral
very convenient,5,2025-04-21,Dashen,0.0,neutral
"the user experience is seamless, and everything just works perfectly right out of the box. i can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen,0.6369,positive
wa what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen,0.8346,positive
"dashen superapp the ultimate all-in-one solution! from banking and shopping to bill payments, everything you need is right at your fingertips. life just got a whole lot easier!",5,2025-04-21,Dashen,0.6892,positive
"it is,really super because of its unique offerings to individuals and businesses.it is a secure ux first app intended to cater comprehensive digital meeds.i am also happy to know that dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Dashen,0.8669,positive
"the very easy, secured, fast and multifunctional dashen supper application i ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen,0.7934,positive
"one app for everything! i can shop, manage my bank account , and do so much more . truly a super app",5,2025-04-21,Dashen,0.8111,positive
one of the best digital platforms i’ve used! from smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen,0.6696,positive
"dashen bank super app is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen,0.5994,positive
excellent app.,5,2025-04-21,Dashen,0.5719,positive
this is what we call banking app. as professional i want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen,0.5994,positive
thanks again,5,2025-04-21,Dashen,0.4404,positive
super easy to use and fast transaction.,5,2025-04-21,Dashen,0.7783,positive
"i have an incredible experience with dashen super app, what an amazing platform is it?. keep pioneering in technological advancement",5,2025-04-21,Dashen,0.8271,positive
"i can't recommend the dashen super app enough! this app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. it combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks the user interface is modern, intuitive, and super responsive, making navigation a breeze. whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen,0.941,positive
"the app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. it’s saved me a lot of time and made banking way more convenient. definitely worth checking out!",5,2025-04-21,Dashen,0.8039,positive
what an app,5,2025-04-21,Dashen,0.0,neutral
the new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen,0.807,positive
"dashen bank supper app is the most easy to use and have high speed,quality and i like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen,0.9099,positive
"the dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of qr codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. truly ahead of the curve ..... keep up the excellent work",5,2025-04-21,Dashen,0.765,positive
"a proudly ethiopian innovation that delivers beyond expectations. the marketplace feature is a big win for local shoppers and sellers. very impressed with the new updates, the e-commerce section is smooth and supports ethiopian merchants!",5,2025-04-21,Dashen,0.945,positive
"very impressed with the new updates, the e-commerce section is smooth and supports ethiopian merchants.",5,2025-04-21,Dashen,0.7089,positive
"dashen bank super app is fast, reliable, and super easy to use. all my banking needs are handled smoothly in one place. clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen,0.9412,positive
"db sup app is a platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use qr code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. i addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen,0.7892,positive
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen,0.0,neutral
better and inclusive app!,5,2025-04-21,Dashen,0.4926,positive
amazing application,5,2025-04-21,Dashen,0.5859,positive
it keep my time to pay my bills and i generate my satment easily,5,2025-04-21,Dashen,0.25,positive
"it's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen,0.9081,positive
a game-changing ethiopian innovation—where shopping meets opportunity. the marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen,0.6486,positive
"dashen super app isn’t just an app — it’s an experience. effortless, powerful, and built for the future",5,2025-04-21,Dashen,0.7717,positive
"this is an amazing app with uniqe quality,easy and fast mobile banking app.",5,2025-04-21,Dashen,0.5859,positive
"dashen superapp is a lifesaver! banking, shopping, and bills in one super easy app. the new e-commerce feature is awesome and supports local merchants. fast, secure, and proudly ethiopian.download it now—you won’t regret it!",5,2025-04-21,Dashen,0.9682,positive
"dashen superapp blends finance, shopping, and daily services effortlessly. the new e-commerce feature is smooth and supports local merchants—proud to back an ethiopian-made solution!",5,2025-04-21,Dashen,0.6239,positive
"a solid step forward by dashen bank. the superapp combines essential banking features with lifestyle services, making everything accessible in one place. the interface is smooth, and transactions are quick and reliable. it’s clear a lot of thought went into the design and functionality. great job!",5,2025-04-21,Dashen,0.8221,positive
dashen bank super app is the crucial and convenient app in ethiopia. there is no other app to compare with dashen bank super app,5,2025-04-21,Dashen,0.765,positive
"all-in-one finance & e-commerce super app! pay, save, shop seamlessly. fast, secure. #bankandshop",5,2025-04-21,Dashen,0.8553,positive
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen,0.0,neutral
"a game changer in ethiopian digital banking fast, secure, and packed with services. everything you need, all in one powerful app. a true leap toward financial convenience and innovation!",4,2025-04-21,Dashen,0.8718,positive
"easy &,simple to use",5,2025-04-21,Dashen,0.4404,positive
"banking, but make it smart. local solutions, all in one place. smooth, fast, and actually saving time. feels like the future. love it!",5,2025-04-21,Dashen,0.9427,positive
"all in one, that is it",5,2025-04-21,Dashen,0.0,neutral
", dashen bank supper app is multipurpose, convenient, very attractive and make life easier",5,2025-04-21,Dashen,0.7178,positive
very easy and flexible app.,5,2025-04-21,Dashen,0.6549,positive
"i choose dashen bank super up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen,0.8748,positive
dashen super app is simple faster and reliable.,5,2025-04-21,Dashen,0.5994,positive
"dashen bank super app is a game-changer! the user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. it’s fast, secure, and truly reflects the bank’s commitment to digital excellence. highly recommended!",5,2025-04-21,Dashen,0.9557,positive
"the app keeps getting better with every update! smooth performance, great ui, and top-notch security. thank you for making banking so convenient!""",5,2025-04-21,Dashen,0.9097,positive
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen,0.8591,positive
"after i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,Dashen,0.7269,positive
an app with high performance and advanced features!,5,2025-04-21,Dashen,0.3164,positive
"it is a very user friendly, attractive user interface, full of useful features. i really encourage everyone to give it a try.",5,2025-04-21,Dashen,0.9207,positive
"good actually , but it have to work when developer option is on",5,2025-04-21,Dashen,0.2382,positive
"all-in-one convenience, from managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Dashen,0.0,neutral
i appreciate that dashen bank takes lifestyle services into account.,5,2025-04-21,Dashen,0.4019,positive
keep it up!,5,2025-04-21,Dashen,0.0,neutral
amazing app really i loved it .that's why we say dashen bank is one stap ahead. it's the best mobile application that should be on every phone.,5,2025-04-21,Dashen,0.9213,positive
very comfortable app keep it,5,2025-04-21,Dashen,0.5563,positive
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Dashen,0.8771,positive
"i have been using the dashen supper app mobile banking app , and overall, i appreciate its features.however,i’ve noticed that when i turn on the developer options on my device, the app stops functioning properly. it would be great if you could look into this issue, as i often need to access developer settings for other applications . thank you for your attention to this matter!",5,2025-04-21,Dashen,0.8449,positive
easiness to use with fast response time,5,2025-04-21,Dashen,0.3818,positive
"the new mobile banking application is a major upgrade! it’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. i really appreciate how fast it loads and how smooth the overall experience is. all essential services like balance checks, transfers, and bill payments are eas y to find and use. the added security features give me peace of mind, and the app runs reliably without crashes or glitches. it’s clear a lot of thought went into the user experi",5,2025-04-21,Dashen,0.9431,positive
"as an internal customer, dashen bank superapp has greatly simplified my online banking experience. it's easy to use, allowing me to quickly check balances, transfer money and pay bills. the app's advanced security features are highly secure, ensuring my data is well protected. the three click, chat banking and ips features have also given me a smarter experience. in deed dashen bank is always steping ahead!",5,2025-04-21,Dashen,0.9536,positive
"a truly impressive app — user-friendly and a game-changer in ethiopian banking. the dashen super app stands out as one of the most innovative and convenient digital banking solutions in ethiopia’s financial history. smooth navigation, seamless features, and a wide range of services all in one place. well done!",5,2025-04-21,Dashen,0.9467,positive
dashen bank super up has very fast and convenience and also it has contain more things on one app .i am very interesting to use dashen bank super up,5,2025-04-21,Dashen,0.8955,positive
"the dashen bank super app has truly elevated my mobile banking experience. it's fast, user-friendly, and packed with all the essential features. the interface is clean and intuitive, making navigation easy even for first-time users. i also appreciate the added security features that give me peace of mind while banking on the go. dashen bank has done an amazing job with this app—it’s reliable, efficient, and always improving. highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen,0.9846,positive
a fantastic product!! keep the good work.,5,2025-04-21,Dashen,0.7955,positive
"i am very impressed with the dashen super app. it is user-friendly and operates efficiently. the budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen,0.923,positive
"the dashen super app offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. its sleek design and intuitive navigation ensure effortless transactions. it's evident that dashen bank has carefully crafted the app to make everyday financial activities easier. a great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen,0.9493,positive
dashen supper app is the most useful app for our customers,5,2025-04-21,Dashen,0.4927,positive
it is the most amazing mobile app,5,2025-04-21,Dashen,0.624,positive
a good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen,0.7003,positive
"dear users of the dashen bank super app,i have been using the dashen bank super app for a while now, and i must say—it’s truly a game-changer! the app is incredibly fast and reliable; i’ve never encountered any delays with my transactions. one feature i absolutely love is chat banking. it makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen,0.9798,positive
too best,1,2025-04-21,Dashen,0.6369,positive
"dashen bank super up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen,0.5994,positive
to join digital world use supper app and make your life easy,5,2025-04-21,Dashen,0.6249,positive
best mobile banking application,5,2025-04-21,Dashen,0.6369,positive
"this banking superapp is incredibly well designed. the design and appearance of the app and the overall experience i have when using the app is fantastic. the app is packed with features from banking to e-commerce all in one place.it even has a budget setting option which is super useful for managing my money. everything runs smoothly and i love how convenient it has made my daily life. huge kudos to dashen bank. you are truly living up to the motto ''always one step ahead."" keep it up!",5,2025-04-21,Dashen,0.9771,positive
i was really amazed by the idea of an e-commerce service on a banking app. this is what it means to be one step ahead. please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen,0.6997,positive
this is what we expect to get service dashen bank always like his slogan,5,2025-04-21,Dashen,0.3612,positive
"dashen supapp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. it is the first app of its kind in the ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. good job, dashen bank!",5,2025-04-21,Dashen,0.9647,positive
dashen super app gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen,0.891,positive
excellent mobile banking app,5,2025-04-21,Dashen,0.5719,positive
wow! like his name super app...,5,2025-04-21,Dashen,0.8883,positive
convenient and fast,5,2025-04-21,Dashen,0.0,neutral
best- in-class app.,5,2025-04-21,Dashen,0.6369,positive
i really like this amazing application and dashen supper app that has made my life easier.,5,2025-04-21,Dashen,0.8866,positive
superb,5,2025-04-21,Dashen,0.6249,positive
"amazing features, faster and easy to use",5,2025-04-21,Dashen,0.7717,positive
"the dashen super app offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen,0.5994,positive
best app!,5,2025-04-21,Dashen,0.6696,positive
i love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen,0.8555,positive
i love this app,5,2025-04-21,Dashen,0.6369,positive
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is samsung a51,1,2025-04-21,Dashen,0.1027,positive
waw no idea the best app.,5,2025-04-19,Dashen,0.4588,positive
fast best app,5,2025-04-19,Dashen,0.6369,positive
nice app,5,2025-04-18,Dashen,0.4215,positive
nice app ever,5,2025-04-17,Dashen,0.4215,positive
very disappointing app. closes frequently and unstable in function,2,2025-04-17,Dashen,-0.7178,negative
"feature-rich? absolutely. but the speed? painfully slow. seriously, is it communicating with a server on mars or something?",5,2025-04-16,Dashen,-0.8014,negative
nic app,5,2025-04-16,Dashen,0.0,neutral
nice,5,2025-04-16,Dashen,0.4215,positive
"the dashen super app delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead dashen bank.",5,2025-04-14,Dashen,0.7818,positive
so far so good! their in person customer service is amazing,5,2025-04-14,Dashen,0.8467,positive
the app is very backward and doesn't always work. if it works three hours out of 24 hours it's great!,1,2025-04-14,Dashen,0.6588,positive
it's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen,-0.5423,negative
it's samart,5,2025-04-10,Dashen,0.0,neutral
"the app is not working properly, i have been using it.",1,2025-04-10,Dashen,0.0,neutral
it is very good app,5,2025-04-10,Dashen,0.4927,positive
