review,rating,date,bank,source
how can trust bank that does have caber crime reporting mechanism recently traveled out of the country after week got text message stating that more than big withdrawn from my account without my knowledge when tried to download the receipt it does even work only know it was transferred to weaken bank account via pop machine please be careful and take lesson from me,1,2024-09-16,Commercial Bank of Ethiopia,Google Play
very good simple and easy ape thank you very much ethiopian commercial bank,5,2024-09-15,Commercial Bank of Ethiopia,Google Play
it is good ape but had some issue lately they ape don show transaction history properly in order of date of withdrawal you should fix that in the next update,3,2024-09-14,Commercial Bank of Ethiopia,Google Play
it is great and fast ape to transfer money,5,2024-09-14,Commercial Bank of Ethiopia,Google Play
really like this ape as it is being updated from time to time and includes multiple payment options in particular giving receipt makes it even more preferable however when it is refreshed it does not show the history of credit and deposit in order and am of the opinion that it is better if the recent history is fixed respectively according to the transaction date in the future because there is problem of confusion,3,2024-09-12,Commercial Bank of Ethiopia,Google Play
this application is very nice mobile banking agent and various transactions can be used download and use,4,2024-09-12,Commercial Bank of Ethiopia,Google Play
if there was lesser rating have given it to this ape what with all this service charges with the amount they re charging for everything afraid we all be paying to even look in their direction,1,2024-09-12,Commercial Bank of Ethiopia,Google Play
hate apes and all management of be,1,2024-09-12,Commercial Bank of Ethiopia,Google Play
the fast and easy to use ape there is nothing to deny about that but it has serious issue on showing transaction history like if send or receive money all find the transaction history after day when the sums message is not working at some days the issue get worse like we don't have an idea how much money we have received don't this this issue is hard to fix for you hope you will fix it on the next update the ape deserve stars tb but just want you to see this seriously thankyou,1,2024-09-11,Commercial Bank of Ethiopia,Google Play
when enter values in the amount and remark fields and click the continue button encounter an error however the transaction still deducts the specified amount it is essential to test this error handling functionality,4,2024-09-11,Commercial Bank of Ethiopia,Google Play
what trash ape trash trash trash whenever you want to use the ape after once you uninstall it or receive it from someone else it will ask you for new verification again after you clear the cache and data you will be required to ask verification code from the nearby bank physically too what shame never use this ape your account pass code is insecure in this ape stop using this ape do,1,2024-09-10,Commercial Bank of Ethiopia,Google Play
satisfactory,5,2024-09-10,Commercial Bank of Ethiopia,Google Play
not working out of ethiopia this week mine is,1,2024-09-10,Commercial Bank of Ethiopia,Google Play
easy and safe to use,3,2024-09-10,Commercial Bank of Ethiopia,Google Play
was looking for this application and finally succeeded it wonderful application to receive and send money with the speed of light thank you so much be wish you all be staffs happy new year may this year be the year of peace and prosperity for all and everyone happy ethiopian new year,5,2024-09-09,Commercial Bank of Ethiopia,Google Play
this ape is very good ape,5,2024-09-09,Commercial Bank of Ethiopia,Google Play
the ape only shows transaction the most frustrating it ever other banks gives you months of transactions ans statement what joke,1,2024-09-09,Commercial Bank of Ethiopia,Google Play
it not best like abyssinia mobile bank this not show the transaction and did get notification sums text,3,2024-09-09,Commercial Bank of Ethiopia,Google Play
easy to use and private,5,2024-09-09,Commercial Bank of Ethiopia,Google Play
please fix the recent transaction page it not showing recent transactions,4,2024-09-08,Commercial Bank of Ethiopia,Google Play
wow great,5,2024-09-08,Commercial Bank of Ethiopia,Google Play
why can we transfer funds directly to another person telebirr wallet,5,2024-09-08,Commercial Bank of Ethiopia,Google Play
this ape is so smart,5,2024-09-08,Commercial Bank of Ethiopia,Google Play
it is good ape overall but you need to improve some features like the recent transactions section which does accurately show recent transactions,3,2024-09-07,Commercial Bank of Ethiopia,Google Play
it need some listed improvements below try to display at let one month transaction try to solve weekend transaction display error failed message after few processing,3,2024-09-07,Commercial Bank of Ethiopia,Google Play
very easy and interesting,5,2024-09-07,Commercial Bank of Ethiopia,Google Play
it the worst just transfer from my be account in to my tell birr account for urgent case but unfortunately it holds and there customer service workers told me it will be returned in to my be account after or working days if its not credited in to my telebirr account how that working this bank is pioneer in from the country it really annoying this happens for second time please amend your network services am totally annoyed by be,1,2024-09-07,Commercial Bank of Ethiopia,Google Play
good application to use especially it helps me while buy and sell goods thanks,1,2024-09-07,Commercial Bank of Ethiopia,Google Play
it is very friendly and easy to use,5,2024-09-06,Commercial Bank of Ethiopia,Google Play
user friendly application,5,2024-09-06,Commercial Bank of Ethiopia,Google Play
have never such disgusting ape in my life swear it does even work properly,1,2024-09-05,Commercial Bank of Ethiopia,Google Play
wow ape,5,2024-09-05,Commercial Bank of Ethiopia,Google Play
very good ape but why all the theme is just islamic,5,2024-09-04,Commercial Bank of Ethiopia,Google Play
it don't show the new amount after there is deposit,3,2024-09-04,Commercial Bank of Ethiopia,Google Play
use this application many time it works perfectly,5,2024-09-04,Commercial Bank of Ethiopia,Google Play
the be mobile banking ape is time saver but it needs several improvements like adding fingerprint authentication it risky when people see me entering my pin additionally the fees are unreasonable you could learn from tell birr which adjusts fees based on the transaction amount however the bomb ape charges flat birr fee for amounts between and birr which think is unfair,2,2024-09-04,Commercial Bank of Ethiopia,Google Play
nice to meet you my bank,5,2024-09-03,Commercial Bank of Ethiopia,Google Play
fast service and reliable it works from everywhere across the globe love it,5,2024-09-03,Commercial Bank of Ethiopia,Google Play
very convenient and easy to use,4,2024-09-03,Commercial Bank of Ethiopia,Google Play
used to mobile banking,5,2024-09-03,Commercial Bank of Ethiopia,Google Play
it is very comfortable,5,2024-09-02,Commercial Bank of Ethiopia,Google Play
it is the best ape like it,4,2024-09-02,Commercial Bank of Ethiopia,Google Play
good at all,5,2024-09-02,Commercial Bank of Ethiopia,Google Play
the ape does have mini statement service in my opinion don have to go to be branch to get mini statements and transactions have done and pay for it why recent transaction the ape does store numerous or enough recent transactions even it does store what stored properly sometimes,1,2024-09-02,Commercial Bank of Ethiopia,Google Play
it great ape wow which like it most but please add biometric authentication,5,2024-09-01,Commercial Bank of Ethiopia,Google Play
can describe enough how helpful it was it best version than ever mobile banking services,1,2024-09-01,Commercial Bank of Ethiopia,Google Play
thank you everyone,5,2024-08-31,Commercial Bank of Ethiopia,Google Play
it says you are debited birr but it transfers another birr with it don understand if it under their rules,1,2024-08-29,Commercial Bank of Ethiopia,Google Play
this is the best transaction ape,5,2024-08-29,Commercial Bank of Ethiopia,Google Play
it functions to the most part until you need it the most common flaw is when you send money to another bank account it shows error but the money is actually gone paid twice at least times because of this,2,2024-08-29,Commercial Bank of Ethiopia,Google Play
good apply,5,2024-08-29,Commercial Bank of Ethiopia,Google Play
best mobile banking application it makes it easy for any of my financial transactions,5,2024-08-28,Commercial Bank of Ethiopia,Google Play
this ape is update not yet,5,2024-08-28,Commercial Bank of Ethiopia,Google Play
it best application to exchange our money in best speed and time saving way,1,2024-08-27,Commercial Bank of Ethiopia,Google Play
